コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
5902,2024/03,134050000000,60870000000,47759000000,27426000000,11959000000,24350000000,4575.54,41.8
5903,2024/06,8295528000,6786904000,6466887000,5413218000,20000000,-,1197.92,81.8
5905,2024/03,15204750000,6153927000,3612730000,2676752000,400000000,1950027000,3837.11,34.2
5906,2024/03,26777493000,15031635000,13788731000,7908982000,1600000000,1033310000,1024.32,56.1
5907,2022/03,44835304000,32017616000,29528570000,22526630000,1854300000,-,10661.36,68.1
5909,2024/03,103294000000,75184000000,73191000000,59217000000,-,-,2576.86,72.8
5911,2024/03,210846000000,128023000000,118062000000,102534000000,-,24400000000,3056.62,59
5915,2024/03,76832000000,33074000000,27123000000,12988000000,6726000000,6984000000,6969.4,42.3
5918,2024/03,58519000000,44580000000,34029000000,34929000000,-,672000000,20286.56,76.2
5921,2023/09,32440000000,27260328000,26669205000,25094526000,-,-,9152.02,84
5922,2024/03,44234424000,27281872000,22166801000,21618919000,40000000,2050000000,23147.21,61
5923,2024/03,30000124000,20908219000,18894212000,9688580000,4600000000,-,10302.56,69.7
5928,2024/03,12205885000,9403222000,7630840000,3255132000,-,-,903.19,77
5929,2024/03,491701000000,285501000000,237414000000,174019000000,6824000000,17319000000,1295.49,57.7
5930,2024/03,206879000000,103924000000,95716000000,70476000000,1352000000,3209000000,1458.82,50.2
5932,2024/05,289975000000,99483000000,72439000000,25766000000,13739000000,46268000000,3067.09,33.2
5933,2024/03,68315706000,30544570000,28936682000,18666335000,1413250000,16446295000,1546.27,44.7
5935,2024/03,11513661000,5420391000,4879851000,3739293000,1250000000,357200000,1432.3,47
5936,2024/03,20327270000,8975089000,8808642000,6647518000,1000000000,329800000,1417.04,44.2
5938,2024/03,1886595000000,644338000000,642511000000,226897000000,208893000000,406523000000,2237.53,34.1
5939,2024/03,7189471000,3726797000,3676922000,2802337000,48000000,425000000,4783.03,51.8
5940,2024/03,89408000000,20953000000,17964000000,15448000000,14149000000,5668000000,164.38,23.2
5941,2024/03,29097061000,19108184000,19214464000,16275722000,700000000,-,3043.43,65.7
5942,2023/11,42823249000,23156084000,19982662000,16475649000,5186946000,3563159000,1140.26,53.1
5943,2023/12,207771000000,126667000000,98320000000,62410000000,2527000000,-,2644.36,58.7
5945,2024/03,37631459000,34247194000,28473292000,29320556000,-,-,3700.48,91
5946,2023/12,142015000000,132908000000,129226000000,119339000000,-,-,3916.03,93.6
5947,2024/03,577088000000,437438000000,346470000000,342493000000,-,-,2707.85,67.2
5949,2024/03,336739000000,174674000000,132385000000,114112000000,53170000000,15678000000,3450.77,45.7
5950,2023/12,7459478000,3367645000,2898666000,218307000,1430000000,527630000,211.85,45.1
5951,2024/03,31183571000,27093679000,26269112000,19792904000,-,-,1673.99,86.9
5952,2024/03,5357587000,1372339000,1372339000,722693000,1441746000,880785000,115.78,25.6
5953,2024/03,19956000000,8779000000,5372000000,2636000000,3150000000,225000000,10653.73,44
5955,2024/03,18097132000,12088978000,9868534000,3824215000,1077256000,700392000,85.57,63.6
5956,2024/03,21657195000,14414403000,13078583000,11021515000,1261820000,-,1593.61,66.2
5957,2023/12,53344237000,36402799000,31360884000,26632568000,1574380000,358469000,886.65,60.7
5958,2024/03,30922000000,20188000000,19494000000,17091000000,665000000,-,6144.15,65.3
5959,2023/12,89885000000,62060000000,55184000000,44571000000,1035000000,4133000000,1343.96,69
5962,2024/03,7327676000,4015870000,3299006000,2047154000,630000000,66752000,4180.55,54.8
5964,2022/03,6835773000,2472937000,2544200000,2101927000,1037000000,1010000000,1722.62,36.1
5965,2023/12,41619999000,21894274000,18583375000,16405852000,30000000,2379640000,1670.52,52.6
5966,2024/03,16615312000,12431875000,11021769000,7473307000,900000000,-,5089.39,74.8
5967,2024/05,14873667000,10670404000,9751673000,9003546000,-,1760938000,933.08,71.7
5969,2024/03,9284080000,5096094000,4554103000,3267581000,1675500000,1469466000,2593.8,52.2
5970,2024/03,304129000000,205393000000,148812000000,122069000000,10969000000,19648000000,4449.19,63
5971,2024/04,17903348000,15546228000,14365085000,13318954000,-,-,11451.65,86.8
5973,2024/03,19511655000,10991588000,10625291000,8392795000,2357000000,1383447000,1918.31,56.2
5974,2024/03,13362000000,5553000000,4169000000,2277000000,1604000000,509000000,1562.99,38
5975,2024/03,365525000000,216726000000,186059000000,179462000000,2500000000,12395000000,4160.99,58.3
5976,2024/03,80613000000,66471000000,53724000000,46397000000,670000000,16000000,1657.41,74.4
5979,2024/03,17078498000,14726813000,14721108000,11651409000,-,-,10344.75,86.2
5981,2024/03,85844000000,34568000000,19980000000,18570000000,12867000000,9835000000,2186.66,40.3
5982,2024/02,67883421000,45272030000,48222966000,46733004000,-,-,2863.15,66.7
5983,2024/03,24964499000,19668385000,17392800000,14816483000,285468000,693010000,17390.46,74.8
5984,2024/03,34769938000,28431929000,26133364000,22031913000,-,1211219000,2045.46,81.8
5985,2024/03,60447000000,29351000000,20765000000,14775000000,12278000000,1851000000,974.26,48.6
5986,2024/03,37225828000,14177892000,11866933000,8582772000,3629614000,1579858000,629.64,37.9
5987,2024/06,8886714000,5276190000,5194480000,3609119000,100000000,1417651000,3186.61,59.4
5988,2024/03,121416000000,107944000000,94932000000,94068000000,-,-,3122.46,87.6
5989,2024/03,181597000000,55555000000,55181000000,17700000000,44100000000,27674000000,1972.91,30.4
5990,2024/03,13103217000,10662442000,8152768000,4806955000,-,237700000,4548.74,81.4
5991,2024/03,690289000000,420574000000,320723000000,306866000000,11985000000,22009000000,1828.85,58.7
5992,2024/03,153572894000,92395752000,50372999000,28770197000,686000000,23000000000,3482.51,57.2
5993,2024/02,29516909000,23688822000,20776892000,19012936000,252464000,636678000,2412.2,78.3
5994,2024/03,50196361000,18505357000,11242453000,7532036000,10247743000,4788272000,3689.89,31.2
5997,2023/12,14957048000,8407082000,8175130000,5371953000,2050000000,-,1743.59,56.1
5998,2024/03,28457946000,8289703000,6473208000,5302982000,4739303000,4544507000,2016.53,29.1
5999,2023/03,30005000000,25098000000,24461000000,24811000000,304000000,-,2313.6,83.1
6005,2024/03,240962000000,181515000000,180695000000,163926000000,-,-,1638.96,75
6013,2024/03,191180000000,111000000000,100387000000,86960000000,753000000,-,1378.88,57.7
6016,2024/03,25003000000,9749000000,9685735000,5771086000,-,2564388000,3488.7,39
6018,2024/03,22751393000,14415949000,10422307000,9544378000,-,-,4448.69,63.3
6022,2024/03,13831000000,8967912000,7762766000,5749013000,183320000,499046000,6737.06,64.8
6023,2024/03,101428000000,50843218000,49672285000,45131373000,6234586000,5961978000,1604.89,50.1
6025,2024/08,2100000000,265000000,253044000,-263146000,350000000,313841000,152.56,12.6
6026,2023/12,2756000000,806000000,799000000,405000000,-,210000000,757.29,29.3
6027,2024/03,10164424000,4157610000,4096728000,3703355000,-,2237496000,183.87,40.3
6028,2024/06,152651000000,81897000000,80741000000,65913000000,5996000000,7735000000,762.04,52.9
6029,2023/12,4572563000,1447123000,1443919000,-272791000,-,1187620000,142.45,31.6
6030,2024/06,29735000000,12079998000,11050000000,5329176000,985216000,6581520000,1486.29,37.1
6031,2024/06,2643000000,1120000000,1112838000,506352000,-,100846000,107.55,42.1
6032,2023/03,2235549000,1885137000,1885137000,1186644000,-,-,195.06,84.3
6033,2024/03,8487530000,5821314000,5093998000,4262447000,850000000,9600000,948.81,61.5
6034,2023/12,6471962000,4715064000,4577617000,4173676000,395623000,80000000,840.74,70.7
6035,2024/03,6669932000,5372956000,5365641000,4357040000,200000000,-,302.47,80.6
6036,2024/06,19284000000,14466000000,14463440000,14231454000,-,64000000,530.08,75
6037,2024/07,6158000000,5652000000,5574275000,5311867000,-,-,261.24,91.8
6038,2024/06,6269000000,4266000000,4108344000,2452307000,-,494491000,856.25,67
6039,2024/03,8770036000,3811423000,3811423000,2712674000,-,3230051000,1446.52,43.5
6040,2024/07,10990000000,7059000000,6674792000,4814087000,-,2341760000,438.4,60.7
6042,2024/03,23064929000,12395807000,10774494000,10533090000,3619188000,3549366000,6674.92,53.6
6044,2024/05,8612585000,4214183000,4164203000,2598074000,80545000,411662000,655.09,48.9
6045,2024/03,9277926000,3097727000,2905743000,2186311000,3557984000,209390000,394.26,33.4
6046,2023/09,1468551000,1130606000,1130367000,939923000,-,112521000,60.4,77
6047,2024/05,11339000000,9970000000,9134000000,1223000000,-,-,412.78,87.2
6048,2024/08,3311000000,2857000000,2732468000,1552828000,-,58386000,193.37,86.3
6049,2023/10,9614503000,8907945000,8801583000,6470146000,-,-,433.3,91.4
6050,2023/09,9112955000,7386163000,7352222000,7332787000,-,-,739.14,81.1
6054,2023/12,4808306000,3981402000,3953180000,3697180000,-,19600000,145.2,82.8
6055,2024/03,56427000000,47920000000,46897000000,44776000000,-,-,463.35,84.4
6058,2024/02,43621000000,19975000000,13664000000,11942000000,2038000000,7576000000,344.61,37.1
6059,2024/03,31123160000,12367209000,12335104000,8599472000,2855000000,8191554000,638.46,39.7
6060,2024/03,19267000000,8572000000,8452325000,5983457000,-,9600000,2273,44.5
6061,2024/06,15319000000,12063000000,11899543000,12211250000,-,85650000,2586.5,78.5
6062,2024/06,47339000000,18706000000,18684000000,13205000000,4667000000,5122000000,571.74,39.4
6063,2023/12,3685357000,1713934000,1547431000,1034470000,1080000000,-,663.3,45.3
6067,2022/12,9313905000,5255541000,5363834000,1651478000,-,1562340000,794.9,56.4
6069,2024/03,6788005000,4137040000,4133225000,2737651000,1501500000,-,517.48,60.9
6070,2024/03,21209946000,14475753000,14294474000,14085010000,36000000,653164000,1207.92,67.6
6071,2023/12,18120318000,8023873000,7767333000,7981454000,3216817000,2220592000,192.02,41.1
6072,2024/03,1600584000,1256398000,1241093000,758868000,49992000,45842000,54.61,78.5
6073,2024/03,16126971000,11743064000,11700597000,11672622000,-,226314000,1066.24,72.7
6074,2024/03,6346833000,2816770000,2816770000,2460547000,-,1183317000,728.29,44.4
6076,2023/11,28506000000,15144000000,15142000000,13342000000,-,1437000000,996.08,53.1
6078,2023/12,17234455000,6320280000,6321935000,3270530000,507148000,5497294000,237.52,36.5
6080,2024/09,47139000000,40409000000,39781483000,33959708000,-,-,1257.84,84.7
6081,2023/12,4109596000,3096237000,3099754000,1027162000,-,185614000,211.3,73.1
6082,2024/03,12978795000,7263392000,7111906000,6750405000,-,1661367000,744.48,56
6083,2024/05,11469209000,5776464000,5728794000,4822813000,-,1645525000,743.47,50
6085,2024/03,544186000,63254000,61742000,-1931340000,-,212459000,20.57,11.3
6086,2024/02,8302017000,3672919000,3626877000,3615042000,-,187000000,367.4,44.2
6087,2023/09,9251971000,6708878000,6452985000,4411001000,50000000,-,1685.82,72.5
6088,2024/03,18295625000,13193616000,12963950000,9283020000,-,-,312.18,72.1
6089,2024/03,51543000000,17518000000,17508000000,15528000000,2490000000,3440000000,768.34,34
6090,2024/06,2603000000,1946000000,1910988000,417317000,200000000,-,320,72.7
6091,2024/07,20759000000,16177000000,15691186000,6623591000,-,-,1132.57,77.9
6092,2024/03,19310518000,8591611000,8476735000,3761584000,1088570000,6230668000,1043.91,44
6093,2024/02,4447787000,3465974000,3464433000,2544510000,-,-,79.44,77.9
6094,2023/09,44886387000,20313082000,15992767000,9011112000,6599943000,2427587000,915.14,36.4
6095,2023/09,15162163000,8587296000,8298567000,3854651000,50000000,3186757000,382.1,54.7
6096,2024/03,6256365000,1833621000,1719790000,700095000,-,2088496000,191.59,29
6098,2024/03,3144646000000,2008900000000,2000922000000,1884258000000,374000000,1020000000,1295.4,63.6
6099,2023/12,18993237000,10814362000,10886884000,9964017000,-,-,178.86,56.9
6101,2024/03,117714000000,72361000000,56605000000,34065000000,16816000000,-,1190.52,48.1
6103,2024/03,297774000000,237846000000,195999000000,152835000000,-,-,7494.27,76.6
6104,2024/03,253172000000,111705000000,95286000000,79140000000,11030000000,-,4622.18,44.1
6111,2024/03,20678004000,14173163000,12466720000,6088475000,2100000000,-,5694.95,68.5
6113,2024/03,681053000000,534396000000,529661000000,311076000000,8236000000,-,1584.1,77.8
6118,2024/03,126195000000,82321000000,71695000000,56092000000,1469000000,1000000000,1376.24,65.2
6121,2023/03,41614450000,22870062000,16536397000,12888241000,3542820000,2951768000,2777.24,42.6
6125,2024/03,60164000000,29977000000,27163000000,22236000000,3457000000,4143000000,6381.95,49.8
6131,2024/03,10194236000,3213153000,2927857000,2279673000,271000000,727199000,1013.9,31.5
6134,2024/03,250937000000,228278000000,203291000000,201332000000,-,-,2463.66,90.9
6135,2024/03,362335000000,221553000000,180149000000,127113000000,2277000000,24500000000,9325.02,61
6136,2023/11,250124000000,194640000000,160891000000,140361000000,672000000,16365000000,1892.34,72.6
6137,2024/03,73476000000,42384000000,30487000000,25165000000,4840000000,816000000,9356.59,53.6
6138,2024/03,16467402000,7804659000,6617172000,1861240000,2122930000,2772392000,2626.28,47.4
6140,2024/03,73901000000,63993000000,54829000000,43846000000,544000000,-,1207.31,84.2
6141,2023/12,765806000000,272545000000,267990000000,92283000000,61187000000,52474000000,2136.74,35
6142,2024/02,28704373000,24416183000,19885613000,13913674000,453538000,62370000,6154.11,76.7
6143,2023/12,134066000000,77129000000,63583000000,32257000000,3045000000,23829000000,1518.99,57.5
6144,2024/03,50127000000,30548000000,22923000000,17707000000,416000000,-,2022.79,60.9
6145,2024/03,56785000000,39770000000,34106000000,24722000000,-,1584000000,2181.96,69.4
6146,2024/03,556058000000,406560000000,391917000000,346293000000,-,-,3740.02,72.9
6147,2024/03,3733839000,1348969000,1293518000,166889000,1350000000,146672000,304.01,36.1
6149,2023/12,26729096000,15676643000,15576192000,13436874000,-,-,2754.48,58.7
6150,2024/05,7911588000,4999421000,4961467000,3212939000,400000000,498104000,5437.86,63.2
6151,2024/03,65478000000,57587000000,55041000000,56837000000,-,-,3044.04,87.9
6155,2024/03,22313000000,16618000000,15392000000,11971000000,690000000,185000000,1543.72,74.4
6156,2024/06,8946000000,8188000000,7989825000,7535265000,-,-,1632.29,91.5
6157,2024/03,19241498000,17729214000,17441483000,16782461000,-,-,705.25,91.1
6158,2024/03,12148183000,10157234000,9806666000,8431203000,-,129690000,1550.52,82.8
6159,2024/08,15120000000,13185000000,12261563000,14012359000,306100000,-,2676.09,87
6161,2024/03,10730888000,9383701000,8970028000,9200408000,-,-,930.05,86.2
6164,2023/12,8804702000,6981983000,6981983000,5838715000,-,-,1188.2,79.3
6165,2024/03,29649000000,18750000000,15259000000,8961000000,-,2202000000,764.76,63.1
6166,2024/03,6003587000,854904000,863447000,215362000,2040000000,791689000,76.43,14
6167,2024/03,26138000000,20647000000,19978000000,19896000000,35000000,-,1039.3,79
6171,2023/12,6861115000,4631108000,4590172000,2230530000,-,494749000,326.03,67.5
6172,2022/12,28112000000,9280000000,8741000000,-2609000000,1000000000,1362000000,636.64,31.1
6173,2024/02,1506796000,53564000,-8151000,-1251270000,-,92916000,-2.21,-0.5
6175,2022/06,6096650000,3267551000,3267551000,2430808000,-,-,217.48,53.6
6176,2023/09,3884896000,2249999000,2191637000,1042497000,408755000,340200000,157.74,56.5
6177,2023/12,280870000,28772000,20871000,-1187822000,-,55190000,1.9,7.4
6178,2024/03,298689150000000,15738530000000,9401270000000,6202500000000,-,-,3202.94,3.4
6180,2023/12,5470101000,2401472000,2380364000,826434000,-,-,1365.81,43.5
6181,2024/03,4858904000,149569000,149569000,3469000,843075000,2084538000,5.69,3.1
6182,2024/02,4458042000,1681470000,1639312000,-918731000,100000000,398570000,152.33,36.8
6183,2024/02,175465000000,67739000000,66730000000,43382000000,23000000000,33234000000,907.55,38
6184,2024/01,4048534000,3152842000,3148752000,2409876000,-,40904000,84.98,77.8
6185,2024/03,6674989000,3700057000,3689034000,264799000,-,1023630000,252.14,54.9
6186,2024/03,20107721000,4531959000,4432575000,2404060000,3300000000,1772691000,821.95,22.5
6188,2022/12,5913115000,3288575000,3288575000,2772263000,-,75208000,251.05,55.6
6189,2023/09,16675000000,8104000000,8118000000,4836000000,-,3026000000,860.91,48.6
6190,2024/03,2715320000,1797607000,1761406000,-1584054000,100000000,300010000,442.65,65.7
6191,2023/09,30586000000,13287000000,12340000000,6387000000,-,-,551.54,40.3
6192,2023/09,5562352000,2729727000,2680074000,172471000,351680000,372494000,72.04,48.2
6193,2024/03,3524140000,1752650000,1685196000,860330000,400000000,287360000,597.29,48.7
6194,2023/09,7149650000,5551825000,5086168000,3564538000,-,-,197.73,71.3
6195,2024/03,1984476000,1003164000,999727000,263863000,-,-,60.84,50.4
6196,2024/09,22690000000,18470000000,18476379000,17285684000,-,-,961.84,81.4
6197,2024/03,75199000000,20485000000,20402000000,15629000000,500000000,19942000000,222.06,27.2
6198,2023/09,5106944000,2034153000,1878896000,1736022000,1000000000,-,220.9,36.8
6199,2024/08,12052000000,7762000000,7729520000,7482934000,-,45698000,572,64.2
6200,2023/09,10795236000,7929500000,7917728000,6666433000,-,-,94.19,73.5
6201,2024/03,11078462000000,6153359000000,6045759000000,1990203000000,424486000000,1281779000000,19472.48,54.6
6203,2024/03,30289000000,17334000000,14835000000,6231000000,2032000000,4066000000,1438.73,57.2
6205,2022/03,32784000000,12995000000,5050000000,-7724000000,8149000000,569000000,545.97,39.6
6208,2024/03,16799000000,4903308000,4101916000,2073884000,5440000000,545000000,768.68,29.2
6209,2024/03,218580000000,149166000000,120530000000,89884000000,7816000000,9565000000,4990.8,64.2
6210,2024/03,30062000000,18584000000,16814000000,11947000000,2000000000,100000000,883.22,60.3
6217,2023/11,31334000000,2115000000,793000000,-12714000000,10090000000,3333000000,311.05,6.3
6218,2024/03,33202000000,11808000000,7359000000,2789000000,4835000000,3765000000,1873.02,35.6
6222,2024/03,107804000000,91926000000,80599000000,46236000000,2500000000,-,2662.2,85.2
6223,2023/12,39334000000,26795000000,24702000000,20454000000,50000000,1142000000,1307.02,68.1
6224,2024/02,10055111000,3797347000,3721332000,4236995000,182200000,3010158000,313.01,37.8
6225,2024/07,4040455000,3067669000,3067669000,3245330000,-,149976000,1680.91,75.9
6226,2024/03,15072009000,9123577000,8964868000,6948739000,-,-,521.08,60.5
6227,2024/06,22774000000,10955000000,10591104000,4052761000,5800000000,292000000,1765.56,48.1
6228,2023/12,28774000000,12411000000,11984000000,8470000000,1250000000,4784000000,946.61,43.1
6229,2024/03,12598260000,9615932000,9324700000,7033508000,15390000,712280000,2124.76,76.3
6230,2024/03,24218161000,13727923000,12717527000,11828720000,1438000000,1099291000,5734.64,54.2
6231,2024/03,20160222000,9650023000,9625706000,8680845000,1550000000,2753025000,2697.91,47.9
6232,2023/12,5094851000,2264514000,2138689000,-5137336000,895000000,-,147.99,42.2
6233,2023/09,10575752000,2915188000,2929867000,1817741000,1900000000,2169587000,540.76,27.6
6235,2023/12,78490857000,56915870000,51134022000,41421632000,400000000,-,1285.31,71.7
6236,2024/03,18361570000,8126939000,7690786000,4061120000,1000000000,2010761000,1862.87,44.3
6237,2024/03,49098238000,33521671000,30127333000,28780249000,1055960000,1012500000,1507.33,67.8
6238,2024/03,28346375000,21862612000,21764587000,20511058000,-,-,826.88,77.1
6239,2024/06,10253000000,7000000000,6234735000,4110209000,118504000,50536000,1000.75,68.3
6240,2024/03,25943702000,21299253000,20557050000,7907009000,225000000,319533000,301.7,82.1
6245,2024/03,62929568000,38562405000,36603732000,33693483000,6000000000,491460000,2551.55,61.3
6246,2024/03,29948777000,19707895000,17647110000,14110850000,-,-,1600,65.8
6247,2024/03,82017000000,60301000000,51061000000,41983000000,-,1000000000,2125.74,73.1
6248,2024/03,3277715000,2692317000,2692317000,2461272000,-,-,1451.27,82.1
6249,2024/03,65570000000,54376000000,54591000000,43145000000,-,-,3707.46,82.9
6250,2023/12,134562000000,87687000000,75393000000,61235000000,6030000000,2800000000,2120.25,65.2
6254,2024/03,70602796000,28924224000,26683912000,22096858000,22380300000,-,760.74,40.4
6255,2024/08,15436000000,9684000000,9531371000,4286752000,-,-,449.28,62.7
6257,2024/03,51344000000,42941000000,40007000000,38183000000,-,-,2054.62,83.6
6258,2024/03,130787926000,65302388000,55327751000,40785521000,17861284000,9477093000,6260.46,49.7
6262,2024/03,42949558000,30603882000,23273098000,18034053000,3860640000,2616880000,1193.35,68.9
6264,2024/08,11464000000,7163000000,7163287000,4481880000,-,2863520000,566.1,62.5
6265,2023/12,6100375000,5786911000,5471811000,3830512000,-,-,3688.38,94.1
6266,2023/12,47428858000,20095803000,18857940000,12197637000,6436717000,5075329000,1350.22,41.7
6267,2024/07,11901000000,6876000000,6784950000,6320150000,-,98979000,3905.9,57.8
6268,2023/12,422065000000,275894000000,260470000000,220495000000,21400000000,173000000,2169.89,61.7
6269,2023/12,551423000000,146835000000,140811000000,-,-,-,2061.44,25.5
6272,2024/03,44574820000,35884465000,34116565000,20409779000,704722000,903481000,1334.77,80.4
6273,2024/03,2094559000000,1885871000000,1655906000000,1716354000000,7342000000,5728000000,29338.62,89.8
6276,2023/12,3356051000,2744059000,2517791000,837584000,-,-,582.06,80.1
6277,2023/09,97029000000,58903000000,53836000000,38055000000,-,1610000000,3917.69,60.6
6278,2023/12,70605000000,67279000000,61055000000,61772000000,-,-,3894.49,95.3
6279,2024/02,49271559000,34752351000,31947066000,27774080000,-,2250000000,1313.85,70.4
6282,2024/03,95075000000,74900000000,67414000000,53730000000,-,1150000000,2413.88,78.1
6284,2023/09,70195000000,50384000000,48440000000,41685000000,1493000000,7611000000,3358.14,71.7
6286,2024/03,28363566000,15223026000,14098830000,10845277000,3742512000,1197841000,2354.07,53.7
6287,2024/03,132457000000,74085000000,63149000000,51718000000,3732000000,8366000000,2199.38,53.8
6289,2024/08,48129000000,40446000000,39905000000,22602000000,94000000,205000000,1511,84
6291,2023/12,19589389000,14107697000,14085040000,9942495000,280000000,203551000,1360.01,72
6292,2024/03,26741496000,12642091000,11368702000,9451669000,3906724000,2990296000,1777.84,46.4
6293,2024/03,86639000000,40278000000,35532000000,26892000000,10778000000,12017000000,2098.27,46.1
6294,2024/03,34008285000,16019991000,15101951000,10826181000,8302603000,1140372000,1991.53,47
6295,2023/12,12764131000,10770840000,10602987000,4696489000,-,-,675.26,84.4
6297,2024/03,13488063000,4973171000,5050239000,4175386000,1860000000,3396586000,587.87,36.9
6298,2024/03,43827000000,16989000000,16530000000,10516000000,7902000000,6861000000,1844.53,38.7
6301,2024/03,5636656000000,3198452000000,3033569000000,-,-,-,3206.8,53.8
6302,2023/12,1200857000000,627464000000,488476000000,433579000000,63258000000,39231000000,5059.88,51.6
6303,2022/03,30112000000,22241000000,21166000000,17696000000,-,630000000,7246.69,73.7
6305,2024/03,1835005000000,814413000000,763380000000,526307000000,396302000000,179280000000,3589.46,41.6
6306,2024/03,62229000000,33086000000,30038000000,13791000000,6166000000,4550000000,861.71,53.1
6307,2024/03,6841134000,4473978000,4447916000,3872053000,30000000,225162000,575.67,65.4
6309,2023/10,49007016000,36832951000,35117778000,32937306000,-,-,3691.32,75.2
6310,2023/12,217102000000,74215000000,56367000000,20474000000,29619000000,29167000000,3064.99,31.9
6312,2024/02,25789260000,15023424000,13911313000,12287564000,515031000,-,889.03,58.3
6315,2024/03,87861833000,58435903000,47651194000,38359732000,9400000000,2490000000,2337.55,66.5
6316,2023/09,36733000000,19466000000,16911000000,8960000000,4336000000,609000000,4492.95,52.7
6317,2024/03,80142000000,40031000000,34112000000,21186000000,4230000000,8452000000,4336.29,49.9
6319,2024/03,38871684000,26896582000,22673561000,16230155000,4990000000,-,727.33,68.6
6322,2024/03,14907613000,10023186000,9437717000,8060415000,38000000,350000000,1384.2,67.2
6323,2024/02,156136000000,99550000000,84677000000,78465000000,16336000000,18167000000,5233.31,59.1
6324,2024/03,119142291000,79401665000,62048341000,37478753000,700629000,15201497000,836.02,66.6
6325,2024/03,10230003000,7849899000,7138278000,5806774000,70000000,-,701.8,76.1
6326,2023/12,5359247000000,2416067000000,2175773000000,1693681000000,663294000000,1326913000000,1851.75,40.6
6327,2024/06,8430000000,4762000000,4667380000,3328881000,1000000000,320297000,586.73,56.5
6328,2023/12,41917000000,21028000000,17717000000,17814000000,1010000000,-,1761.9,50.2
6330,2024/03,285996000000,64153000000,50084000000,27765000000,17106000000,17940000000,1668.09,22.4
6331,2024/03,63170000000,34577000000,31736000000,24117000000,-,3300000000,4539.95,54.7
6332,2024/03,208014000000,105538000000,77246000000,67117000000,14050000000,14965000000,2040.89,42
6333,2024/03,42040322000,32466222000,28664488000,24504193000,-,-,1809.38,75.8
6334,2024/03,6873681000,3179128000,2939889000,2151882000,1052358000,572908000,284.19,46.3
6335,2024/03,15200000000,9111505000,7954329000,2188282000,-,-,925.85,53.1
6336,2024/01,16681000000,8686000000,8054000000,6667000000,1819000000,1050000000,1065.27,52.1
6337,2024/03,16161000000,14477000000,13301000000,7939000000,-,-,2617.55,89.6
6338,2023/09,18041991000,8182587000,8106078000,5808645000,1800000000,70016000,1498.6,45.4
6339,2024/03,187963000000,127140000000,100897000000,90870000000,5473000000,8971000000,2301.08,64.1
6340,2024/06,161903000000,101029000000,96597000000,75296000000,907000000,3696000000,3651.34,62.4
6342,2024/03,12032216000,6853283000,6819146000,6031173000,700000000,53800000,4838.3,57
6343,2024/03,30478761000,17489920000,9151361000,5930995000,1023090000,7833962000,247,36.5
6345,2024/03,94921617000,81789062000,76767970000,56428242000,-,-,1096.95,86.2
6346,2024/03,14526343000,11726996000,11145338000,10463508000,-,-,9696.47,80.7
6347,2024/03,3490945000,1600305000,1499366000,601503000,990836000,451211000,182.01,45.8
6349,2024/03,167588000000,114467000000,102144000000,29433000000,620000000,181000000,2157.32,68.3
6351,2024/03,115351000000,90195000000,79010000000,68498000000,-,8893000000,3603.08,77
6355,2022/03,76646000000,29217000000,27820000000,6261000000,14056000000,8588000000,5400.17,37.3
6356,2024/03,14677227000,11096171000,10630348000,8412713000,-,222317000,779.37,75.6
6357,2024/03,81031990000,41900435000,32759377000,27424403000,5921895000,4720506000,2225.28,51.1
6358,2024/03,44237358000,29165866000,23702538000,14191837000,4629322000,155672000,6844.48,65.8
6360,2024/03,16627268000,8074550000,6777529000,5456748000,-,142150000,5767.46,48.6
6361,2023/12,913900000000,421572000000,409875000000,224267000000,-,-,887.92,44.8
6362,2024/03,20884449000,12630916000,11588710000,9091146000,-,935460000,3635.66,60.5
6363,2024/03,101560000000,52632000000,44644000000,38546000000,5613000000,9211000000,1966.55,51.4
6364,2024/03,56347242000,37575881000,35522913000,30696170000,222000000,772916000,1347.3,66.4
6365,2024/03,36984000000,26151000000,24566000000,24646000000,-,-,6170.48,70.7
6366,2024/03,426967000000,6077000000,12389000000,-1962000000,-,3600000000,18.76,1.1
6367,2024/03,4880230000000,2687302000000,2057695000000,1896173000000,363205000000,194918000000,9009.18,54
6368,2024/03,182703000000,102147000000,98122000000,82907000000,34065000000,2400000000,2218.5,55.8
6369,2024/03,67891000000,37752000000,35871000000,17722000000,11375000000,2160000000,4894.34,55.6
6370,2024/03,557407000000,333411000000,331261000000,298658000000,19097000000,58714000000,2947.73,59.4
6371,2024/03,391298000000,260559000000,210568000000,185285000000,4183000000,3728000000,7207.19,66
6373,2024/03,79121000000,36685000000,20451000000,14068000000,5433000000,13088000000,3009.62,39.4
6376,2023/12,296228000000,126288000000,124426000000,89724000000,16482000000,48302000000,1880.03,42
6378,2024/03,34641000000,17450000000,14018000000,13369000000,552000000,1030000000,880.98,50.4
6379,2024/03,110746000000,84123000000,80151000000,67390000000,0,-,1562.88,75.2
6380,2024/03,4666001000,1732224000,1644097000,459738000,373000000,864188000,1249.87,37.1
6381,2024/03,66144000000,50074000000,39737000000,37425000000,991000000,48000000,1109.62,66.8
6382,2024/03,44767343000,31017581000,27748673000,27457738000,-,-,1882.27,67.7
6383,2024/03,646154000000,358755000000,319723000000,288311000000,9428000000,100000000,966.98,55.5
